total_words,french,english,arabic_script,tunisian_latin,technical_codes,tech_details,unknown,word_details,identified_tech_codes,average_confidence,ticket_id,title,confidence,confidence_bin,dominant_language
48,6,22,11,3,1,{'ports': 1},5,"[{'word': 'Docker', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Kubernetes', 'language': 'english', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'cluster', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'down', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'عاجل', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'جدا', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'team', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'urgent', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'notre', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'cluster', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Kubernetes', 'language': 'unknown', 'confidence': 24, 'is_technical': False}, {'word': 'v1', 'language': 'unknown', 'confidence': 0, 'is_technical': False}, {'word': '26', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '3', 'language': 'tunisian_latin', 'confidence': 80, 'is_technical': False}, {'word': 'est', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'complètement', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'down', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Les', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'pods', 'language': 'unknown', 'confidence': 15, 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'حالة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'CrashLoopBackOff', 'language': 'arabic_script', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'و', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'ما', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نجمناش', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نعملهم', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'restart', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Docker', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Engine', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'v23', 'language': 'tunisian_latin', 'confidence': 130, 'is_technical': False}, {'word': '0', 'language': 'unknown', 'confidence': 0, 'is_technical': False}, {'word': '1', 'language': 'unknown', 'confidence': 0, 'is_technical': False}, {'word': 'shows', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'errors', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'اللوجات', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'failed', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'to', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'start', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'container', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'runtime', 'language': 'english', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'Business', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'impact', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'critique', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Need', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'senior', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'engineer', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'NOW', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}]","{'versions': ['v1.26.3', 'v23.0.1'], 'ports': ['26']}",87.27,186,Docker + Kubernetes cluster down - عاجل جداً!!,87.27,Bonne (85-95%),Anglais
11,2,8,0,1,0,{},0,"[{'word': 'Admin', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'rights', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'needed', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'I', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'need', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'admin', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'rights', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'to', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'install', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'Adobe', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Reader', 'language': 'english', 'confidence': 100, 'is_technical': False}]",{},97.27,16,Admin rights needed,97.27,Excellente (95-100%),Anglais
11,0,7,0,2,2,{'it_abbreviation': 2},0,"[{'word': 'SQL', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': 'syntax', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'error', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'My', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'SQL', 'language': 'tech_it_abbreviation', 'confidence': 100, 'is_technical': True}, {'word': 'query', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'returns', 'language': 'english', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'Syntax', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'error', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'near', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'FROM', 'language': 'english', 'confidence': 100, 'is_technical': False}]",{},94.55,43,SQL syntax error,94.55,Bonne (85-95%),Anglais
8,3,2,0,2,0,{},1,"[{'word': 'URGENT', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Ecran', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'noir', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'écran', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'noir', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'depuis', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': '10min', 'language': 'unknown', 'confidence': 20, 'is_technical': False}, {'word': 'help', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}]",{},86.25,57,URGENT - Ecran noir,86.25,Bonne (85-95%),Français
31,20,2,0,5,0,{},4,"[{'word': '3andek', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'chwaya', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'temps', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'la', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'souris', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'wireless', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'se', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'déconnecte', 'language': 'french', 'confidence': 81, 'is_technical': False}, {'word': 'toute', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'seule', 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'toutes', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'les', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': '5', 'language': 'tunisian_latin', 'confidence': 100, 'is_technical': False}, {'word': 'minutes', 'language': 'unknown', 'confidence': 25, 'is_technical': False}, {'word': 'faut', 'language': 'unknown', 'confidence': 22, 'is_technical': False}, {'word': 'que', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'je', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'retire', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'la', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'pile', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'et', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'remettre', 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'chépa', 'language': 'french', 'confidence': 72, 'is_technical': False}, {'word': 'pk', 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': ""c'est"", 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'une', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Logitech', 'language': 'unknown', 'confidence': 20, 'is_technical': False}, {'word': 'M185', 'language': 'tunisian_latin', 'confidence': 130, 'is_technical': False}, {'word': 'merci', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'pour', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': ""l'aide"", 'language': 'unknown', 'confidence': 20, 'is_technical': False}]",{},82.58,98,3andek chwaya temps?,82.58,Moyenne (70-85%),Français
15,14,1,0,0,0,{},0,"[{'word': 'Problème', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'NAS', 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'Le', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'NAS', 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'ne', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'monte', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'plus', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'sur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'le', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'réseau', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'pourtant', 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'il', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'est', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'bien', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'branché', 'language': 'french', 'confidence': 77, 'is_technical': False}]",{},85.13,41,Problème NAS,85.13,Bonne (85-95%),Français
12,2,6,0,1,0,{},3,"[{'word': 'Script', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Python', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Le', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'script', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Python', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'plante', 'language': 'unknown', 'confidence': 25, 'is_technical': False}, {'word': 'avec', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'ModuleNotFoundError', 'language': 'unknown', 'confidence': 23, 'is_technical': False}, {'word': 'No', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'module', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'named', 'language': 'english', 'confidence': 70, 'is_technical': False}, {'word': 'pandas', 'language': 'unknown', 'confidence': 20, 'is_technical': False}]",{},76.5,152,Script Python,76.5,Moyenne (70-85%),Anglais
57,8,32,4,3,4,{'ports': 4},6,"[{'word': 'Critical', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Microsoft', 'language': 'unknown', 'confidence': 20, 'is_technical': False}, {'word': '365', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'on', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'premises', 'language': 'unknown', 'confidence': 22, 'is_technical': False}, {'word': 'integration', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'failure', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Dear', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'IT', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Support', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Team', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'We', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'are', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'experiencing', 'language': 'english', 'confidence': 110, 'is_technical': False}, {'word': 'a', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'critical', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'system', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'failure', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'affecting', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'our', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'hybrid', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Microsoft', 'language': 'unknown', 'confidence': 20, 'is_technical': False}, {'word': '365', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'environment', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Azure', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'AD', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Connect', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'v2', 'language': 'tunisian_latin', 'confidence': 80, 'is_technical': False}, {'word': '0', 'language': 'unknown', 'confidence': 0, 'is_technical': False}, {'word': '88', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '0', 'language': 'unknown', 'confidence': 0, 'is_technical': False}, {'word': 'synchronization', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'has', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'stopped', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'working', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'resulting', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'عدم', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'تحديث', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'user', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'accounts', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'للسحابة', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'On', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'premises', 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'Active', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Directory', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Windows', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Server', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': '2022', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'functions', 'language': 'unknown', 'confidence': 23, 'is_technical': False}, {'word': 'normally', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'but', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'cloud', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'services', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'show', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'authentication', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'errors', 'language': 'english', 'confidence': 100, 'is_technical': False}]","{'versions': ['v2.0.88.0'], 'ports': ['365', '2022', '88']}",88.51,193,Critical: Microsoft 365 + on-premises integration failure,88.51,Bonne (85-95%),Anglais
38,3,34,0,0,0,{},1,"[{'word': 'Email', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'synchronization', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'issue', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Good', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'morning', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': ""I'm"", 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'experiencing', 'language': 'english', 'confidence': 110, 'is_technical': False}, {'word': 'synchronization', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'problems', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'with', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'my', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Outlook', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Emails', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'from', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'yesterday', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'evening', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'are', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'not', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'showing', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'up', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'and', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'I', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': ""can't"", 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'send', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'new', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'messages', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'This', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'is', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'affecting', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'my', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'customer', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'communications', 'language': 'english', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'Could', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'you', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'please', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'investigate', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Best', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'regards', 'language': 'unknown', 'confidence': 21, 'is_technical': False}]",{},96.34,70,Email synchronization issue,96.34,Excellente (95-100%),Anglais
36,20,5,0,2,5,"{'error_codes': 2, 'ports': 3}",4,"[{'word': 'BSOD', 'language': 'unknown', 'confidence': 15, 'is_technical': False}, {'word': 'avec', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'erreur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': '0x0000007B', 'language': 'tech_error_codes', 'confidence': 100, 'is_technical': True}, {'word': 'hello', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'BSOD', 'language': 'unknown', 'confidence': 15, 'is_technical': False}, {'word': 'récurrent', 'language': 'french', 'confidence': 86, 'is_technical': False}, {'word': 'avec', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'code', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'erreur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': '0x0000007B', 'language': 'tech_error_codes', 'confidence': 100, 'is_technical': True}, {'word': 'sur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'les', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'postes', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'Dell', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'OptiPlex', 'language': 'unknown', 'confidence': 18, 'is_technical': False}, {'word': '7090', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'Ça', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'started', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'après', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'le', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'déploiement', 'language': 'french', 'confidence': 131, 'is_technical': False}, {'word': 'du', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'driver', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'v12', 'language': 'tunisian_latin', 'confidence': 130, 'is_technical': False}, {'word': '3', 'language': 'tunisian_latin', 'confidence': 80, 'is_technical': False}, {'word': '45', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'pour', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'les', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'cartes', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'graphiques', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'Intel', 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'UHD', 'language': 'unknown', 'confidence': 10, 'is_technical': False}, {'word': '630', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'Rollback', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'nécessaire', 'language': 'french', 'confidence': 87, 'is_technical': False}]","{'error_codes': ['0x0000007B'], 'versions': ['v12.3.45'], 'ports': ['45', '7090', '630'], 'hex_codes': ['0x0000007B'], 'memory_addresses': ['0x0000007B']}",87.28,101,BSOD avec erreur 0x0000007B,87.28,Bonne (85-95%),Français
41,16,6,0,2,10,{'ports': 10},7,"[{'word': 'VLAN', 'language': 'unknown', 'confidence': 22, 'is_technical': False}, {'word': '192', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'inaccessible', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'Team', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'le', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'VLAN', 'language': 'unknown', 'confidence': 22, 'is_technical': False}, {'word': '192', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '10', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '1', 'language': 'unknown', 'confidence': 0, 'is_technical': False}, {'word': '192', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '0', 'language': 'unknown', 'confidence': 0, 'is_technical': False}, {'word': '24', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': ""n'est"", 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'plus', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'accessible', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'depuis', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'le', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'switch', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'Cisco', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'C9300', 'language': 'tunisian_latin', 'confidence': 130, 'is_technical': False}, {'word': '48T', 'language': 'tunisian_latin', 'confidence': 80, 'is_technical': False}, {'word': 'firmware', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': '16', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '12', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '05', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'Ping', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'timeout', 'language': 'unknown', 'confidence': 25, 'is_technical': False}, {'word': 'sur', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'la', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'gateway', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '10', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '1', 'language': 'unknown', 'confidence': 0, 'is_technical': False}, {'word': '192', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': '1', 'language': 'unknown', 'confidence': 0, 'is_technical': False}, {'word': 'Config', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'backup', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'disponible', 'language': 'french', 'confidence': 100, 'is_technical': False}, {'word': 'si', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'besoin', 'language': 'french', 'confidence': 60, 'is_technical': False, 'context_improved': True}, {'word': 'de', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'rollback', 'language': 'english', 'confidence': 100, 'is_technical': False}]","{'versions': ['10.1.192.0', '16.12.05', '10.1.192.1'], 'ip_addresses': ['10.1.192.0', '10.1.192.1'], 'ports': ['192', '12', '10', '16', '05', '24']}",80.95,103,VLAN 192 inaccessible,80.95,Moyenne (70-85%),Français
9,1,0,8,0,0,{},0,"[{'word': 'برنامج', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'جديد', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نحب', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'نركب', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'برنامج', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'جديد', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'يلزمني', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'صلاحيات', 'language': 'arabic_script', 'confidence': 100, 'is_technical': False}, {'word': 'administrateur', 'language': 'french', 'confidence': 100, 'is_technical': False}]",{},100.0,27,برنامج جديد,100.0,Excellente (95-100%),Arabe
11,1,7,0,1,2,{'ports': 2},0,"[{'word': '403', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'Forbidden', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'error', 'language': 'tunisian_latin', 'confidence': 90, 'is_technical': False}, {'word': 'Getting', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': '403', 'language': 'tech_ports', 'confidence': 100, 'is_technical': True}, {'word': 'Forbidden', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'when', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'accessing', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'internal', 'language': 'english', 'confidence': 100, 'is_technical': False}, {'word': 'web', 'language': 'french', 'confidence': 90, 'is_technical': False}, {'word': 'app', 'language': 'english', 'confidence': 100, 'is_technical': False}]",{'ports': ['403']},98.18,42,403 Forbidden error,98.18,Excellente (95-100%),Anglais
