total_words,french,english,arabic_script,tunisian_latin,technical_codes,tech_details,unknown,word_details,identified_tech_codes,ticket_id,title,confidence
14,4,0,0,0,0,{},10,"[{'word': 'Antivirus', 'language': 'unknown', 'is_technical': False}, {'word': 'expiré', 'language': 'unknown', 'is_technical': False}, {'word': ""J'ai"", 'language': 'french', 'is_technical': False}, {'word': 'besoin', 'language': 'unknown', 'is_technical': False}, {'word': ""d'une"", 'language': 'unknown', 'is_technical': False}, {'word': 'mise', 'language': 'unknown', 'is_technical': False}, {'word': 'à', 'language': 'unknown', 'is_technical': False}, {'word': 'jour', 'language': 'unknown', 'is_technical': False}, {'word': 'de', 'language': 'french', 'is_technical': False}, {'word': 'mon', 'language': 'unknown', 'is_technical': False}, {'word': 'antivirus', 'language': 'unknown', 'is_technical': False}, {'word': 'il', 'language': 'french', 'is_technical': False}, {'word': 'est', 'language': 'french', 'is_technical': False}, {'word': 'expiré', 'language': 'unknown', 'is_technical': False}]",{},11,Antivirus expiré,28.57
13,3,2,0,0,0,{},8,"[{'word': 'Connexion', 'language': 'french', 'is_technical': False}, {'word': 'VPN', 'language': 'unknown', 'is_technical': False}, {'word': 'Je', 'language': 'french', 'is_technical': False}, {'word': ""n'arrive"", 'language': 'unknown', 'is_technical': False}, {'word': 'pas', 'language': 'unknown', 'is_technical': False}, {'word': 'à', 'language': 'unknown', 'is_technical': False}, {'word': 'me', 'language': 'unknown', 'is_technical': False}, {'word': 'connecter', 'language': 'english', 'is_technical': False}, {'word': 'au', 'language': 'unknown', 'is_technical': False}, {'word': 'VPN', 'language': 'unknown', 'is_technical': False}, {'word': 'depuis', 'language': 'french', 'is_technical': False}, {'word': 'chez', 'language': 'english', 'is_technical': False}, {'word': 'moi', 'language': 'unknown', 'is_technical': False}]",{},122,Connexion VPN,38.46
9,0,0,8,0,0,{},1,"[{'word': 'مشاركة', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الفايلات', 'language': 'arabic_script', 'is_technical': False}, {'word': 'نحب', 'language': 'arabic_script', 'is_technical': False}, {'word': 'نعمل', 'language': 'arabic_script', 'is_technical': False}, {'word': 'partage', 'language': 'unknown', 'is_technical': False}, {'word': 'للفايلات', 'language': 'arabic_script', 'is_technical': False}, {'word': 'بين', 'language': 'arabic_script', 'is_technical': False}, {'word': 'زوز', 'language': 'arabic_script', 'is_technical': False}, {'word': 'حواسيب', 'language': 'arabic_script', 'is_technical': False}]",{},144,مشاركة الفايلات,88.89
10,1,2,0,3,1,{'error_codes': 1},3,"[{'word': 'PC', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'boot', 'language': 'unknown', 'is_technical': False}, {'word': 'error', 'language': 'english', 'is_technical': False}, {'word': 'Pc', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'y3tini', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'erreur', 'language': 'french', 'is_technical': False}, {'word': '0xc000000f', 'language': 'tech_error_codes', 'is_technical': True}, {'word': 'ma', 'language': 'unknown', 'is_technical': False}, {'word': 'y7ebch', 'language': 'english', 'is_technical': False}, {'word': 'ydemarre', 'language': 'unknown', 'is_technical': False}]","{'error_codes': ['0xc000000f'], 'hex_codes': ['0xc000000f'], 'memory_addresses': ['0xc000000f']}",161,PC boot error,70.0
22,7,5,0,0,0,{},10,"[{'word': 'pb', 'language': 'unknown', 'is_technical': False}, {'word': 'wifi', 'language': 'english', 'is_technical': False}, {'word': 'salut', 'language': 'french', 'is_technical': False}, {'word': 'le', 'language': 'french', 'is_technical': False}, {'word': 'wifi', 'language': 'english', 'is_technical': False}, {'word': 'marche', 'language': 'english', 'is_technical': False}, {'word': 'pas', 'language': 'unknown', 'is_technical': False}, {'word': 'sur', 'language': 'french', 'is_technical': False}, {'word': 'mon', 'language': 'unknown', 'is_technical': False}, {'word': 'portable', 'language': 'unknown', 'is_technical': False}, {'word': 'ça', 'language': 'unknown', 'is_technical': False}, {'word': 'dit', 'language': 'unknown', 'is_technical': False}, {'word': 'connecté', 'language': 'unknown', 'is_technical': False}, {'word': 'mais', 'language': 'french', 'is_technical': False}, {'word': 'pas', 'language': 'unknown', 'is_technical': False}, {'word': ""d'internet"", 'language': 'unknown', 'is_technical': False}, {'word': ""c'est"", 'language': 'french', 'is_technical': False}, {'word': 'chiant', 'language': 'english', 'is_technical': False}, {'word': 'tu', 'language': 'french', 'is_technical': False}, {'word': 'peux', 'language': 'french', 'is_technical': False}, {'word': 'check', 'language': 'english', 'is_technical': False}, {'word': 'stp', 'language': 'unknown', 'is_technical': False}]",{},59,pb wifi,54.55
24,0,0,24,0,0,{},0,"[{'word': 'طلب', 'language': 'arabic_script', 'is_technical': False}, {'word': 'تثبيت', 'language': 'arabic_script', 'is_technical': False}, {'word': 'برنامج', 'language': 'arabic_script', 'is_technical': False}, {'word': 'جديد', 'language': 'arabic_script', 'is_technical': False}, {'word': 'أهلا', 'language': 'arabic_script', 'is_technical': False}, {'word': 'وسهلا', 'language': 'arabic_script', 'is_technical': False}, {'word': 'نحب', 'language': 'arabic_script', 'is_technical': False}, {'word': 'نثبت', 'language': 'arabic_script', 'is_technical': False}, {'word': 'برنامج', 'language': 'arabic_script', 'is_technical': False}, {'word': 'إدارة', 'language': 'arabic_script', 'is_technical': False}, {'word': 'المشاريع', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الجديد', 'language': 'arabic_script', 'is_technical': False}, {'word': 'على', 'language': 'arabic_script', 'is_technical': False}, {'word': 'جهازي', 'language': 'arabic_script', 'is_technical': False}, {'word': 'قالولي', 'language': 'arabic_script', 'is_technical': False}, {'word': 'لازم', 'language': 'arabic_script', 'is_technical': False}, {'word': 'نعمل', 'language': 'arabic_script', 'is_technical': False}, {'word': 'طلب', 'language': 'arabic_script', 'is_technical': False}, {'word': 'هنا', 'language': 'arabic_script', 'is_technical': False}, {'word': 'متى', 'language': 'arabic_script', 'is_technical': False}, {'word': 'تنجمو', 'language': 'arabic_script', 'is_technical': False}, {'word': 'تجو', 'language': 'arabic_script', 'is_technical': False}, {'word': 'شكرا', 'language': 'arabic_script', 'is_technical': False}, {'word': 'جزيلا', 'language': 'arabic_script', 'is_technical': False}]",{},83,طلب تثبيت برنامج جديد,100.0
17,0,1,11,0,2,{'ports': 2},3,"[{'word': 'البورت', 'language': 'arabic_script', 'is_technical': False}, {'word': '443', 'language': 'tech_ports', 'is_technical': True}, {'word': 'مسك', 'language': 'arabic_script', 'is_technical': False}, {'word': 'ر', 'language': 'arabic_script', 'is_technical': False}, {'word': 'يا', 'language': 'arabic_script', 'is_technical': False}, {'word': 'IT', 'language': 'english', 'is_technical': False}, {'word': 'البورت', 'language': 'arabic_script', 'is_technical': False}, {'word': '443', 'language': 'tech_ports', 'is_technical': True}, {'word': 'مسك', 'language': 'arabic_script', 'is_technical': False}, {'word': 'ر', 'language': 'arabic_script', 'is_technical': False}, {'word': 'في', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الـ', 'language': 'arabic_script', 'is_technical': False}, {'word': 'firewall', 'language': 'unknown', 'is_technical': False}, {'word': 'نحب', 'language': 'arabic_script', 'is_technical': False}, {'word': 'نعمل', 'language': 'arabic_script', 'is_technical': False}, {'word': 'remote', 'language': 'unknown', 'is_technical': False}, {'word': 'desktop', 'language': 'unknown', 'is_technical': False}]",{'ports': ['443']},109,البورت 443 مسكّر,82.35
25,0,12,0,0,1,{'ports': 1},12,"[{'word': 'HP', 'language': 'unknown', 'is_technical': False}, {'word': 'LaserJet', 'language': 'unknown', 'is_technical': False}, {'word': 'issue', 'language': 'english', 'is_technical': False}, {'word': 'Hi', 'language': 'english', 'is_technical': False}, {'word': 'there', 'language': 'english', 'is_technical': False}, {'word': 'my', 'language': 'unknown', 'is_technical': False}, {'word': 'printer', 'language': 'english', 'is_technical': False}, {'word': ""isn't"", 'language': 'unknown', 'is_technical': False}, {'word': 'working', 'language': 'english', 'is_technical': False}, {'word': 'properly', 'language': 'english', 'is_technical': False}, {'word': 'It', 'language': 'english', 'is_technical': False}, {'word': 'keeps', 'language': 'unknown', 'is_technical': False}, {'word': 'jamming', 'language': 'english', 'is_technical': False}, {'word': 'paper', 'language': 'english', 'is_technical': False}, {'word': 'every', 'language': 'unknown', 'is_technical': False}, {'word': 'time', 'language': 'unknown', 'is_technical': False}, {'word': 'I', 'language': 'english', 'is_technical': False}, {'word': 'try', 'language': 'unknown', 'is_technical': False}, {'word': 'to', 'language': 'english', 'is_technical': False}, {'word': 'print', 'language': 'unknown', 'is_technical': False}, {'word': 'Model', 'language': 'unknown', 'is_technical': False}, {'word': 'is', 'language': 'english', 'is_technical': False}, {'word': 'HP', 'language': 'unknown', 'is_technical': False}, {'word': 'LaserJet', 'language': 'unknown', 'is_technical': False}, {'word': '400', 'language': 'tech_ports', 'is_technical': True}]",{'ports': ['400']},167,HP LaserJet issue,52.0
29,8,2,0,2,0,{},17,"[{'word': 'PC', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'lent', 'language': 'unknown', 'is_technical': False}, {'word': 'après', 'language': 'unknown', 'is_technical': False}, {'word': 'mise', 'language': 'unknown', 'is_technical': False}, {'word': 'à', 'language': 'unknown', 'is_technical': False}, {'word': 'jour', 'language': 'unknown', 'is_technical': False}, {'word': 'Salut', 'language': 'french', 'is_technical': False}, {'word': 'le', 'language': 'french', 'is_technical': False}, {'word': 'support', 'language': 'english', 'is_technical': False}, {'word': 'Depuis', 'language': 'french', 'is_technical': False}, {'word': 'la', 'language': 'french', 'is_technical': False}, {'word': 'dernière', 'language': 'unknown', 'is_technical': False}, {'word': 'mise', 'language': 'unknown', 'is_technical': False}, {'word': 'à', 'language': 'unknown', 'is_technical': False}, {'word': 'jour', 'language': 'unknown', 'is_technical': False}, {'word': 'mon', 'language': 'unknown', 'is_technical': False}, {'word': 'PC', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'est', 'language': 'french', 'is_technical': False}, {'word': 'super', 'language': 'english', 'is_technical': False}, {'word': 'lent', 'language': 'unknown', 'is_technical': False}, {'word': 'Il', 'language': 'french', 'is_technical': False}, {'word': 'freeze', 'language': 'unknown', 'is_technical': False}, {'word': 'même', 'language': 'unknown', 'is_technical': False}, {'word': 'sur', 'language': 'french', 'is_technical': False}, {'word': 'Word', 'language': 'unknown', 'is_technical': False}, {'word': 'C', 'language': 'unknown', 'is_technical': False}, {'word': 'est', 'language': 'french', 'is_technical': False}, {'word': 'pas', 'language': 'unknown', 'is_technical': False}, {'word': 'normal', 'language': 'unknown', 'is_technical': False}]",{},67,PC lent après mise à jour,41.38
21,1,11,0,0,0,{},9,"[{'word': 'SharePoint', 'language': 'english', 'is_technical': False}, {'word': 'access', 'language': 'unknown', 'is_technical': False}, {'word': 'issue', 'language': 'english', 'is_technical': False}, {'word': 'Hi', 'language': 'english', 'is_technical': False}, {'word': ""I'm"", 'language': 'unknown', 'is_technical': False}, {'word': 'not', 'language': 'unknown', 'is_technical': False}, {'word': 'able', 'language': 'unknown', 'is_technical': False}, {'word': 'to', 'language': 'english', 'is_technical': False}, {'word': 'access', 'language': 'unknown', 'is_technical': False}, {'word': 'the', 'language': 'english', 'is_technical': False}, {'word': 'SharePoint', 'language': 'english', 'is_technical': False}, {'word': 'drive', 'language': 'unknown', 'is_technical': False}, {'word': 'It', 'language': 'english', 'is_technical': False}, {'word': 'says', 'language': 'unknown', 'is_technical': False}, {'word': 'Permission', 'language': 'french', 'is_technical': False}, {'word': 'Denied', 'language': 'english', 'is_technical': False}, {'word': 'Please', 'language': 'english', 'is_technical': False}, {'word': 'check', 'language': 'english', 'is_technical': False}, {'word': 'my', 'language': 'unknown', 'is_technical': False}, {'word': 'user', 'language': 'english', 'is_technical': False}, {'word': 'rights', 'language': 'unknown', 'is_technical': False}]",{},78,SharePoint access issue,57.14
17,1,3,0,1,0,{},12,"[{'word': 'Outlook', 'language': 'unknown', 'is_technical': False}, {'word': 'IMAP', 'language': 'unknown', 'is_technical': False}, {'word': 'config', 'language': 'unknown', 'is_technical': False}, {'word': 'Hi', 'language': 'english', 'is_technical': False}, {'word': 'besh', 'language': 'english', 'is_technical': False}, {'word': 'nestaamel', 'language': 'unknown', 'is_technical': False}, {'word': 'Outlook', 'language': 'unknown', 'is_technical': False}, {'word': 'fi', 'language': 'unknown', 'is_technical': False}, {'word': 'tel', 'language': 'unknown', 'is_technical': False}, {'word': 'tounsi', 'language': 'unknown', 'is_technical': False}, {'word': 'ma', 'language': 'unknown', 'is_technical': False}, {'word': 'na3refch', 'language': 'english', 'is_technical': False}, {'word': 'chnowa', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'les', 'language': 'french', 'is_technical': False}, {'word': 'paramètres', 'language': 'unknown', 'is_technical': False}, {'word': 'IMAP', 'language': 'unknown', 'is_technical': False}, {'word': 'exacts', 'language': 'unknown', 'is_technical': False}]",{},114,Outlook IMAP config,29.41
14,0,7,0,0,0,{},7,"[{'word': 'Laptop', 'language': 'english', 'is_technical': False}, {'word': ""won't"", 'language': 'unknown', 'is_technical': False}, {'word': 'boot', 'language': 'unknown', 'is_technical': False}, {'word': 'Hello', 'language': 'english', 'is_technical': False}, {'word': 'my', 'language': 'unknown', 'is_technical': False}, {'word': 'laptop', 'language': 'english', 'is_technical': False}, {'word': ""won't"", 'language': 'unknown', 'is_technical': False}, {'word': 'boot', 'language': 'unknown', 'is_technical': False}, {'word': ""It's"", 'language': 'unknown', 'is_technical': False}, {'word': 'stuck', 'language': 'english', 'is_technical': False}, {'word': 'on', 'language': 'english', 'is_technical': False}, {'word': 'the', 'language': 'english', 'is_technical': False}, {'word': 'manufacturer', 'language': 'english', 'is_technical': False}, {'word': 'logo', 'language': 'unknown', 'is_technical': False}]",{},126,Laptop won't boot,50.0
34,13,2,0,0,0,{},19,"[{'word': 'Clavier', 'language': 'french', 'is_technical': False}, {'word': 'qui', 'language': 'french', 'is_technical': False}, {'word': 'déconne', 'language': 'unknown', 'is_technical': False}, {'word': 'yo', 'language': 'unknown', 'is_technical': False}, {'word': 'mon', 'language': 'unknown', 'is_technical': False}, {'word': 'clavier', 'language': 'french', 'is_technical': False}, {'word': 'fait', 'language': 'unknown', 'is_technical': False}, {'word': ""n'importe"", 'language': 'unknown', 'is_technical': False}, {'word': 'quoi', 'language': 'french', 'is_technical': False}, {'word': 'il', 'language': 'french', 'is_technical': False}, {'word': 'écrit', 'language': 'unknown', 'is_technical': False}, {'word': 'des', 'language': 'french', 'is_technical': False}, {'word': 'lettres', 'language': 'unknown', 'is_technical': False}, {'word': 'bizarres', 'language': 'unknown', 'is_technical': False}, {'word': 'quand', 'language': 'french', 'is_technical': False}, {'word': ""j'appuie"", 'language': 'unknown', 'is_technical': False}, {'word': 'sur', 'language': 'french', 'is_technical': False}, {'word': 'certaines', 'language': 'unknown', 'is_technical': False}, {'word': 'touches', 'language': 'english', 'is_technical': False}, {'word': 'genre', 'language': 'unknown', 'is_technical': False}, {'word': 'quand', 'language': 'french', 'is_technical': False}, {'word': 'je', 'language': 'french', 'is_technical': False}, {'word': 'tape', 'language': 'unknown', 'is_technical': False}, {'word': 'a', 'language': 'english', 'is_technical': False}, {'word': 'ça', 'language': 'unknown', 'is_technical': False}, {'word': 'fait', 'language': 'unknown', 'is_technical': False}, {'word': 'à', 'language': 'unknown', 'is_technical': False}, {'word': 'et', 'language': 'french', 'is_technical': False}, {'word': 'des', 'language': 'french', 'is_technical': False}, {'word': 'trucs', 'language': 'unknown', 'is_technical': False}, {'word': 'comme', 'language': 'unknown', 'is_technical': False}, {'word': 'ça', 'language': 'unknown', 'is_technical': False}, {'word': ""c'est"", 'language': 'french', 'is_technical': False}, {'word': 'relou', 'language': 'unknown', 'is_technical': False}]",{},64,Clavier qui déconne,44.12
45,25,2,0,0,1,{'ports': 1},17,"[{'word': 'Formation', 'language': 'french', 'is_technical': False}, {'word': 'logiciel', 'language': 'french', 'is_technical': False}, {'word': 'demandée', 'language': 'unknown', 'is_technical': False}, {'word': 'Bonjour', 'language': 'french', 'is_technical': False}, {'word': 'suite', 'language': 'unknown', 'is_technical': False}, {'word': 'à', 'language': 'unknown', 'is_technical': False}, {'word': 'notre', 'language': 'unknown', 'is_technical': False}, {'word': 'conversation', 'language': 'french', 'is_technical': False}, {'word': 'téléphonique', 'language': 'french', 'is_technical': False}, {'word': 'je', 'language': 'french', 'is_technical': False}, {'word': 'confirme', 'language': 'unknown', 'is_technical': False}, {'word': 'ma', 'language': 'unknown', 'is_technical': False}, {'word': 'demande', 'language': 'unknown', 'is_technical': False}, {'word': 'de', 'language': 'french', 'is_technical': False}, {'word': 'formation', 'language': 'french', 'is_technical': False}, {'word': 'sur', 'language': 'french', 'is_technical': False}, {'word': 'le', 'language': 'french', 'is_technical': False}, {'word': 'nouveau', 'language': 'french', 'is_technical': False}, {'word': 'logiciel', 'language': 'french', 'is_technical': False}, {'word': 'de', 'language': 'french', 'is_technical': False}, {'word': 'gestion', 'language': 'french', 'is_technical': False}, {'word': 'Pourriez', 'language': 'unknown', 'is_technical': False}, {'word': 'vous', 'language': 'french', 'is_technical': False}, {'word': 'organiser', 'language': 'english', 'is_technical': False}, {'word': 'une', 'language': 'french', 'is_technical': False}, {'word': 'session', 'language': 'french', 'is_technical': False}, {'word': 'pour', 'language': 'french', 'is_technical': False}, {'word': 'mon', 'language': 'unknown', 'is_technical': False}, {'word': 'équipe', 'language': 'french', 'is_technical': False}, {'word': 'de', 'language': 'french', 'is_technical': False}, {'word': '5', 'language': 'tech_ports', 'is_technical': True}, {'word': 'personnes', 'language': 'unknown', 'is_technical': False}, {'word': 'la', 'language': 'french', 'is_technical': False}, {'word': 'semaine', 'language': 'unknown', 'is_technical': False}, {'word': 'prochaine', 'language': 'english', 'is_technical': False}, {'word': 'Nous', 'language': 'french', 'is_technical': False}, {'word': 'sommes', 'language': 'unknown', 'is_technical': False}, {'word': 'disponibles', 'language': 'unknown', 'is_technical': False}, {'word': 'mardi', 'language': 'unknown', 'is_technical': False}, {'word': 'et', 'language': 'french', 'is_technical': False}, {'word': 'jeudi', 'language': 'unknown', 'is_technical': False}, {'word': 'après', 'language': 'unknown', 'is_technical': False}, {'word': 'midi', 'language': 'unknown', 'is_technical': False}, {'word': 'Très', 'language': 'french', 'is_technical': False}, {'word': 'cordialement', 'language': 'french', 'is_technical': False}]",{'ports': ['5']},65,Formation logiciel demandée,62.22
14,0,0,14,0,0,{},0,"[{'word': 'مشكل', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الويفي', 'language': 'arabic_script', 'is_technical': False}, {'word': 'سلام', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الويفي', 'language': 'arabic_script', 'is_technical': False}, {'word': 'عندي', 'language': 'arabic_script', 'is_technical': False}, {'word': 'ما', 'language': 'arabic_script', 'is_technical': False}, {'word': 'يخدمش', 'language': 'arabic_script', 'is_technical': False}, {'word': 'كيف', 'language': 'arabic_script', 'is_technical': False}, {'word': 'كيف', 'language': 'arabic_script', 'is_technical': False}, {'word': 'يقطع', 'language': 'arabic_script', 'is_technical': False}, {'word': 'كل', 'language': 'arabic_script', 'is_technical': False}, {'word': 'شوية', 'language': 'arabic_script', 'is_technical': False}, {'word': 'شنوة', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الحل', 'language': 'arabic_script', 'is_technical': False}]",{},90,مشكل الويفي,100.0
11,4,2,0,0,0,{},5,"[{'word': 'Serveur', 'language': 'french', 'is_technical': False}, {'word': 'partagé', 'language': 'unknown', 'is_technical': False}, {'word': 'Impossible', 'language': 'unknown', 'is_technical': False}, {'word': ""d'accéder"", 'language': 'english', 'is_technical': False}, {'word': 'à', 'language': 'unknown', 'is_technical': False}, {'word': 'mes', 'language': 'unknown', 'is_technical': False}, {'word': 'fichiers', 'language': 'english', 'is_technical': False}, {'word': 'sur', 'language': 'french', 'is_technical': False}, {'word': 'le', 'language': 'french', 'is_technical': False}, {'word': 'serveur', 'language': 'french', 'is_technical': False}, {'word': 'partagé', 'language': 'unknown', 'is_technical': False}]",{},6,Serveur partagé,54.55
15,9,1,0,0,0,{},5,"[{'word': 'Logiciel', 'language': 'french', 'is_technical': False}, {'word': 'comptabilité', 'language': 'unknown', 'is_technical': False}, {'word': 'Le', 'language': 'french', 'is_technical': False}, {'word': 'logiciel', 'language': 'french', 'is_technical': False}, {'word': 'de', 'language': 'french', 'is_technical': False}, {'word': 'comptabilité', 'language': 'unknown', 'is_technical': False}, {'word': 'ne', 'language': 'unknown', 'is_technical': False}, {'word': ""s'ouvre"", 'language': 'unknown', 'is_technical': False}, {'word': 'plus', 'language': 'french', 'is_technical': False}, {'word': 'il', 'language': 'french', 'is_technical': False}, {'word': 'affiche', 'language': 'english', 'is_technical': False}, {'word': 'une', 'language': 'french', 'is_technical': False}, {'word': 'erreur', 'language': 'french', 'is_technical': False}, {'word': 'DLL', 'language': 'unknown', 'is_technical': False}, {'word': 'manquante', 'language': 'french', 'is_technical': False}]",{},118,Logiciel comptabilité,66.67
12,0,6,0,0,0,{},6,"[{'word': 'Access', 'language': 'unknown', 'is_technical': False}, {'word': 'Denied', 'language': 'english', 'is_technical': False}, {'word': 'I', 'language': 'english', 'is_technical': False}, {'word': ""can't"", 'language': 'unknown', 'is_technical': False}, {'word': 'access', 'language': 'unknown', 'is_technical': False}, {'word': 'the', 'language': 'english', 'is_technical': False}, {'word': 'shared', 'language': 'english', 'is_technical': False}, {'word': 'drive', 'language': 'unknown', 'is_technical': False}, {'word': 'It', 'language': 'english', 'is_technical': False}, {'word': 'says', 'language': 'unknown', 'is_technical': False}, {'word': 'Access', 'language': 'unknown', 'is_technical': False}, {'word': 'Denied', 'language': 'english', 'is_technical': False}]",{},127,Access Denied,50.0
12,2,4,0,2,0,{},4,"[{'word': 'Email', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'configuration', 'language': 'french', 'is_technical': False}, {'word': 'Can', 'language': 'english', 'is_technical': False}, {'word': 'you', 'language': 'english', 'is_technical': False}, {'word': 'help', 'language': 'english', 'is_technical': False}, {'word': 'me', 'language': 'unknown', 'is_technical': False}, {'word': 'configure', 'language': 'french', 'is_technical': False}, {'word': 'my', 'language': 'unknown', 'is_technical': False}, {'word': 'email', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'on', 'language': 'english', 'is_technical': False}, {'word': 'my', 'language': 'unknown', 'is_technical': False}, {'word': 'phone', 'language': 'unknown', 'is_technical': False}]",{},134,Email configuration,66.67
10,3,0,0,3,0,{},4,"[{'word': 'Password', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'reset', 'language': 'unknown', 'is_technical': False}, {'word': 'N7eb', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'na3mel', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'reset', 'language': 'unknown', 'is_technical': False}, {'word': 'l', 'language': 'unknown', 'is_technical': False}, {'word': 'mot', 'language': 'french', 'is_technical': False}, {'word': 'de', 'language': 'french', 'is_technical': False}, {'word': 'passe', 'language': 'french', 'is_technical': False}, {'word': 'Windows', 'language': 'unknown', 'is_technical': False}]",{},148,Password reset,60.0
20,0,12,0,1,0,{},7,"[{'word': 'Auth', 'language': 'english', 'is_technical': False}, {'word': 'service', 'language': 'unknown', 'is_technical': False}, {'word': 'logs', 'language': 'unknown', 'is_technical': False}, {'word': 'issue', 'language': 'english', 'is_technical': False}, {'word': 'Hi', 'language': 'english', 'is_technical': False}, {'word': 'support', 'language': 'english', 'is_technical': False}, {'word': 'Can', 'language': 'english', 'is_technical': False}, {'word': 'you', 'language': 'english', 'is_technical': False}, {'word': 'check', 'language': 'english', 'is_technical': False}, {'word': 'the', 'language': 'english', 'is_technical': False}, {'word': 'logs', 'language': 'unknown', 'is_technical': False}, {'word': 'for', 'language': 'english', 'is_technical': False}, {'word': 'auth', 'language': 'english', 'is_technical': False}, {'word': 'service', 'language': 'unknown', 'is_technical': False}, {'word': 'on', 'language': 'english', 'is_technical': False}, {'word': 'srv', 'language': 'unknown', 'is_technical': False}, {'word': 'prod03', 'language': 'tunisian_latin', 'is_technical': False}, {'word': 'Users', 'language': 'unknown', 'is_technical': False}, {'word': ""can't"", 'language': 'unknown', 'is_technical': False}, {'word': 'authenticate', 'language': 'english', 'is_technical': False}]",{},107,Auth service logs issue,65.0
12,2,3,0,0,0,{},7,"[{'word': 'Script', 'language': 'unknown', 'is_technical': False}, {'word': 'Python', 'language': 'english', 'is_technical': False}, {'word': 'Le', 'language': 'french', 'is_technical': False}, {'word': 'script', 'language': 'unknown', 'is_technical': False}, {'word': 'Python', 'language': 'english', 'is_technical': False}, {'word': 'plante', 'language': 'unknown', 'is_technical': False}, {'word': 'avec', 'language': 'french', 'is_technical': False}, {'word': 'ModuleNotFoundError', 'language': 'unknown', 'is_technical': False}, {'word': 'No', 'language': 'unknown', 'is_technical': False}, {'word': 'module', 'language': 'unknown', 'is_technical': False}, {'word': 'named', 'language': 'english', 'is_technical': False}, {'word': 'pandas', 'language': 'unknown', 'is_technical': False}]",{},38,Script Python,41.67
11,1,6,0,0,0,{},4,"[{'word': 'Excel', 'language': 'unknown', 'is_technical': False}, {'word': 'corruption', 'language': 'french', 'is_technical': False}, {'word': 'My', 'language': 'unknown', 'is_technical': False}, {'word': 'Excel', 'language': 'unknown', 'is_technical': False}, {'word': 'file', 'language': 'english', 'is_technical': False}, {'word': 'got', 'language': 'unknown', 'is_technical': False}, {'word': 'corrupted', 'language': 'english', 'is_technical': False}, {'word': 'can', 'language': 'english', 'is_technical': False}, {'word': 'you', 'language': 'english', 'is_technical': False}, {'word': 'recover', 'language': 'english', 'is_technical': False}, {'word': 'it', 'language': 'english', 'is_technical': False}]",{},131,Excel corruption,63.64
16,0,0,16,0,0,{},0,"[{'word': 'ماعادش', 'language': 'arabic_script', 'is_technical': False}, {'word': 'يخدملي', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الورد', 'language': 'arabic_script', 'is_technical': False}, {'word': 'سلام', 'language': 'arabic_script', 'is_technical': False}, {'word': 'ماعادش', 'language': 'arabic_script', 'is_technical': False}, {'word': 'يخدملي', 'language': 'arabic_script', 'is_technical': False}, {'word': 'الورد', 'language': 'arabic_script', 'is_technical': False}, {'word': 'على', 'language': 'arabic_script', 'is_technical': False}, {'word': 'البيسي', 'language': 'arabic_script', 'is_technical': False}, {'word': 'كل', 'language': 'arabic_script', 'is_technical': False}, {'word': 'مرة', 'language': 'arabic_script', 'is_technical': False}, {'word': 'نحاول', 'language': 'arabic_script', 'is_technical': False}, {'word': 'نحل', 'language': 'arabic_script', 'is_technical': False}, {'word': 'ه', 'language': 'arabic_script', 'is_technical': False}, {'word': 'يخرجلي', 'language': 'arabic_script', 'is_technical': False}, {'word': 'خطأ', 'language': 'arabic_script', 'is_technical': False}]",{},85,ماعادش يخدملي الورد,100.0
10,1,6,0,0,0,{},3,"[{'word': 'Blue', 'language': 'unknown', 'is_technical': False}, {'word': 'screen', 'language': 'english', 'is_technical': False}, {'word': 'error', 'language': 'english', 'is_technical': False}, {'word': ""I'm"", 'language': 'unknown', 'is_technical': False}, {'word': 'getting', 'language': 'english', 'is_technical': False}, {'word': 'a', 'language': 'english', 'is_technical': False}, {'word': 'blue', 'language': 'unknown', 'is_technical': False}, {'word': 'screen', 'language': 'english', 'is_technical': False}, {'word': 'with', 'language': 'english', 'is_technical': False}, {'word': 'IRQL_NOT_LESS_OR_EQUAL', 'language': 'french', 'is_technical': False}]",{},133,Blue screen error,70.0
